airport,lat,lon
88C,442.88352361,-88.59935278
PKF,745.95509064,-90.42443450
PBH,145.70883333,-90.40250000
PVB,242.68935722,-90.44439111
C47,643.56026222,-89.48291139
PDC,843.01928528,-91.12373278
91C,443.29786111,-89.75580556
5N2,45.53833236,-90.27633486
92C,444.64106903,-88.21520258
RAC,42.76118028,-87.81390944
C35,243.52589908,-89.98322167
RHI,845.63090056,-89.46662778
RPD,45.42011111,-91.77333333
93C,643.28335750,-90.29828194
94C,743.45158600,-89.25491139
INC,344.84385639,-92.75575722
EZS,544.78730583,-88.56001250
SBM,843.76976972,-87.85172194
SSQ,845.73138139,-91.92066222
W34,44.45556536,-88.56120906
RZN,245.82346389,-92.37369306
OLG,646.31475389,-91.81637583
CMY,743.95871611,-90.73784139
1H9,445.83561575,-91.80283775
STE,344.54513556,-89.53028444
SUE,144.84366667,-87.42152778
C89,742.70324739,-87.95899281
W11,243.00726353,-88.60521775
SUW,246.68968408,-92.09464197
7P5,245.06588056,-88.42704861
40D,145.79001806,-89.12128889
Y72,643.97622222,-90.48061111
TKV,445.46936111,-89.80488889
Y51,343.57963750,-90.89770694
7V3,942.52716483,-88.65139211
2P2,645.38825458,-86.92404028
RYV,743.16963889,-88.72322222
UES,43.04102778,-88.23705556
6P3,143.17872944,-89.45128417
PCZ,744.33325000,-89.01977778
AUW,44.92628453,-89.62700175
Y50,44.04313508,-89.30569053
ETB,243.42217361,-88.12792639
5Y3,642.85355389,-88.75981083
W23,44.19844917,-89.21734111
ISW,44.36035556,-89.83904333
70D,639.49888889,-79.85313889
BKW,637.78733333,-81.12416667
W35,39.69261111,-78.16608333
BLF,837.29594750,-81.20751833
W22,739.00058333,-80.27494444
3G5,39.45009056,-79.66644389
CRW,338.37601306,-81.59289361
CKB,39.29765472,-80.22753194
EKN,638.88944444,-79.85713889
4G7,39.44754072,-80.16763469
HTS,538.36850781,-82.56036022
I41,38.45702889,-82.31376000
LWB,237.85830667,-80.39948250
6L4,537.85568611,-81.91588333
MRB,639.40235778,-77.98300000
12V,638.44088889,-82.20077778
MGW,439.64359528,-79.91754694
MPG,39.88083333,-80.73577778
7G1,140.53311111,-80.54111111
PKB,339.34496194,-81.43929306
W99,538.99494444,-79.14586111
79D,539.16619028,-80.06234861
I16,37.60044444,-81.55927778
3I2,538.91463472,-82.09857889
I18,438.92977778,-81.81947222
3I4,138.25838889,-80.65133333
6W0,639.40611111,-80.27686111
REAL,38.33577544,-81.74033089
55I,438.77752222,-81.31031942
USW,438.82379694,-81.34882889
SXL,38.23163889,-80.87080556
48I,138.68711111,-80.65208333
HLG,540.17501139,-80.64626833
EBD,837.68176397,-82.12206656
AFO,542.70877056,-110.94217111
46U,543.18180556,-111.03850000
BPI,442.58222222,-110.10886111
BYG,244.38108333,-106.72180556
HAD,642.92441000,-106.30947000
CPR,842.90587472,-106.46364861
CYS,141.15563889,-104.81047222
COD,644.52019444,-109.02381278
U06,442.04577083,-110.96602056
U68,944.91166667,-108.44550000
DWX,841.03744139,-107.49252806
DGW,442.79719444,-105.38583333
DUB,43.54865139,-109.69082778
EVW,641.27479111,-111.03463056
FBR,341.39333333,-110.40597222
GCC,244.34890806,-105.53936750
76V,742.52002778,-105.02002778
48U,541.45795556,-109.49019861
GEY,944.51794444,-108.08300000
GUR,542.25973806,-104.72831333
W43,144.66286111,-104.56783333
JAC,543.60733722,-110.73774889
EMM,641.82408333,-110.55694444
LND,842.81538472,-108.72856306
LAR,441.31205722,-105.67498556
LSK,242.75380556,-104.40455556
80V,841.88397222,-106.18277778
ECS,643.88425000,-104.31450000
82V,841.15247222,-104.13475000
PNA,542.79738889,-109.81102778
POY,444.86722222,-108.79336806
RWL,641.80572222,-107.20033333
RIW,43.06423833,-108.45984083
RKS,41.59421778,-109.06519861
HSG,743.71361111,-108.38969444
SAA,441.44352778,-106.82752778
SHR,244.76919444,-106.98027778
49U,543.25097222,-108.12205556
TOR,142.06442139,-104.15267944
83V,144.09053667,-104.64079417
EAN,242.05551972,-104.92828306
WRL,743.96288889,-107.95052778
P16,5.88333333,-162.06666667
N20,7.01666667,171.48333333
N18,7.13333333,171.91666667
ROR,207.36730306,134.54426389
ANG,6.90000000,134.15000000
C23,7.00000000,134.23333333
N55,5.90666667,169.64166667
C51,905.65000000,169.11666667
TTK,405.35697222,162.95838889
KWA,8.72012417,167.73167408
ROI,9.39688611,167.47086944
MAJ,407.06497833,171.27202833
C30,910.28333333,170.88333333
1Q9,6.08333333,171.73333333
3N0,5.63166667,168.12500000
PNI,306.98508333,158.20980556
3N1,8.70833333,171.23333333
03N,11.23333333,169.85000000
TKK,7.46189083,151.84301722
N36,9.46666667,170.23333333
T11,809.49891111,138.08248417
